status,display_name,first_name,last_name,esb_id,gsis_id,birth_date,college_name,position_group,position,jersey_number,height,weight,years_of_experience,team_abbr,team_seq,current_team_id,football_name,entry_year,rookie_year,draft_club,draft_number,college_conference,status_description_abbr,status_short_description,gsis_it_id,short_name,smart_id,headshot,suffix,uniform_number,draft_round
ACT,Kenny Pickett,Kenny,Pickett,PIC777233,00-0038102,1998-06-06,Pittsburgh,QB,QB,7.0,75.0,220.0,3,PHI,,3700,Kenny,2022.0,2022.0,PIT,20.0,Atlantic Coast Conference,A01,Active,54485.0,K.Pickett,32005049-4377-7233-6101-772adaebe15c,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lbyu04eubfsgezqftovz",,7,
ACT,Kenny Stills,Kenneth,Stills,STI417540,00-0030085,1992-04-22,Oklahoma,WR,WR,12.0,73.0,202.0,8,NO,1.0,3300,Kenny,2013.0,2013.0,NO,144.0,Big Twelve Conference,A01,Active,40092.0,K.Stills,32005354-4941-7540-2f57-a0adf1ab483e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wswn6tehkzj8mdfbablx",Jr.,12,
ACT,Kenny Yeboah,Kenny,Yeboah,YEB415291,00-0036510,1998-10-30,Mississippi,TE,TE,88.0,76.0,240.0,4,NYJ,,3430,Kenny,2021.0,2021.0,,,Southeastern Conference,A01,Active,53715.0,K.Yeboah,32005945-4241-5291-cc6e-c371135db900,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zjdw9hyw3jc7pmjf5nbv",,88,
ACT,Kentavius Street,Kentavius,Street,STR306064,00-0034320,1996-05-08,North Carolina State,DL,DT,93.0,74.0,287.0,6,ATL,1.0,0200,Kentavius,2018.0,2018.0,SF,128.0,Atlantic Coast Conference,A01,Active,46197.0,K.Street,32005354-5230-6064-3bc7-b37603571d6f,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r1ie0jaeux86ri5hejel",,93,
ACT,Keon Coleman,Keon,Coleman,COL295571,00-0039901,2003-05-17,Florida State,WR,WR,0.0,76.0,215.0,0,BUF,,0610,Keon,2024.0,2024.0,BUF,33.0,Atlantic Coast Conference,A01,Active,57154.0,K.Coleman,3200434f-4c29-5571-54fa-77236b775ae1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ipwpdgb0cm3xy3d8zu1l",,00,
ACT,Keondre Coburn,Keondre,Coburn,COB823710,00-0038985,2000-05-23,Texas,DL,NT,91.0,74.0,344.0,2,TEN,,2100,Keondre,2023.0,2023.0,KC,194.0,Big Twelve Conference,A01,Active,56059.0,K.Coburn,3200434f-4282-3710-d7b1-7bab7fe764f1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z9daqscjnbr5kbfpayzt",,91,
ACT,Kerby Joseph,Kerby,Joseph,JOS223092,00-0037667,2000-11-14,Illinois,DB,FS,31.0,73.0,200.0,3,DET,,1540,Kerby,2022.0,2022.0,DET,97.0,Big Ten Conference,A01,Active,54562.0,K.Joseph,32004a4f-5322-3092-7893-b61e9a57cf3b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bckxtrmsau8pnc0ay1wt",,31,
ACT,Kermit Whitfield,Levonte,Whitfield,WHI656258,00-0033641,1993-10-08,Florida State,WR,WR,17.0,68.0,184.0,1,CIN,1.0,0920,Kermit,2017.0,2017.0,,,Atlantic Coast Conference,A01,Active,45515.0,K.Whitfield,32005748-4965-6258-1b12-de79f5b01f22,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fjmlji1txgo7a0onsx3u",,,
ACT,Kevin Byard,Kevin,Byard,BYA251361,00-0033132,1993-08-17,Middle Tennessee,DB,FS,31.0,71.0,212.0,9,CHI,1.0,0810,Kevin,2016.0,2016.0,TEN,64.0,Conference USA,A01,Active,43353.0,K.Byard,32004259-4125-1361-f4be-db294c8d9a0f,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ymu0jcrm7clsyhhvmcki",Jr.,31,
ACT,Kevin Dotson,Kevin,Dotson,DOT283423,00-0036339,1996-09-18,Louisiana-Lafayette,OL,G,69.0,76.0,321.0,5,LA,,2510,Kevin,2020.0,2020.0,PIT,135.0,Sun Belt Conference,A01,Active,52543.0,K.Dotson,3200444f-5428-3423-3491-152dde48c604,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lh2fbjpgy0ywkrjij8wr",,69,
ACT,Kevin Givens,Kevin,Givens,GIV245959,00-0035026,1997-03-01,Penn State,DL,DT,90.0,73.0,285.0,5,SF,1.0,4500,Kevin,2019.0,2019.0,,,Big Ten Conference,A01,Active,48123.0,K.Givens,32004749-5624-5959-14bf-449fc8a378ba,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/elk8nj4ddzenouhvdr3u",,90,
ACT,Kevin King,Kevin,King,KIN560624,00-0033524,1995-05-05,Washington,DB,CB,32.0,75.0,200.0,6,ATL,1.0,0200,Kevin,2017.0,2017.0,GB,33.0,Pacific Twelve Conference,A01,Active,44845.0,K.King,32004b49-4e56-0624-42c8-cacbf09c0609,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gtqricr7gub4urjpyadn",,32,
ACT,Kevin Minter,Kevin,Minter,MIN670026,00-0030382,1990-12-03,Louisiana State,LB,ILB,51.0,72.0,246.0,8,TB,1.0,4900,Kevin,2013.0,2013.0,ARI,45.0,Southeastern Conference,A01,Active,39993.0,K.Minter,32004d49-4e67-0026-a06b-9e6ea0d9e3c6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qsgubsbwrrmfoqtdyz5d",,51,
ACT,Kevin Reddick,Kevin,Reddick,RED324517,00-0030222,1989-12-28,North Carolina,LB,LB,52.0,73.0,246.0,2,CAR,1.0,0750,Kevin,,,,,,,,40682.0,,32005245-4432-4517-6458-f7fe0815c496,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zmx7ty4k94q6asf3jat6",,,
ACT,Kevin Williams,Kevin,Williams,WIL407346,00-0022073,1980-08-16,Oklahoma State,DL,DT,93.0,77.0,311.0,13,NO,1.0,3300,Kevin,,,,,,,,28045.0,,32005749-4c40-7346-e110-0af090d2c784,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bo7onl8bfrzdg47qjwj0",,,
ACT,Kevin Zeitler,Kevin,Zeitler,ZEI626612,00-0029592,1990-03-08,Wisconsin,OL,G,71.0,76.0,315.0,13,DET,1.0,1540,Kevin,2012.0,2012.0,CIN,27.0,Big Ten Conference,A01,Active,38557.0,K.Zeitler,32005a45-4962-6612-5e4f-98d957ec559c,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l7m6q3fbvbot23tshcma",,71,
ACT,KhaDarel Hodge,KhaDarel Lott,Hodge,HOD250493,00-0034854,1995-01-03,Prairie View,WR,WR,12.0,74.0,205.0,5,ATL,1.0,0200,KhaDarel,2018.0,2018.0,,,Southwestern Athletic Conference,A01,Active,46992.0,K.Hodge,3200484f-4425-0493-dbfc-02187ee1253d,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h3r6hfokmtgtxz8mljho",,12,
ACT,Khaleke Hudson,Khaleke,Hudson,HUD448091,00-0036343,1997-12-06,Michigan,LB,ILB,39.0,72.0,220.0,5,CLE,,1050,Khaleke,2020.0,2020.0,WAS,162.0,Big Ten Conference,A01,Active,52570.0,K.Hudson,32004855-4444-8091-9618-834bc38fda6c,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlpsx6vmahvollkqjzcf",,39,
ACT,Khalen Saunders,Khalen,Saunders,SAU693939,00-0035656,1996-08-09,Western Illinois,DL,DT,50.0,72.0,324.0,6,NO,1.0,3300,Khalen,2019.0,2019.0,KC,84.0,Missouri Valley Football Conference,A01,Active,47867.0,K.Saunders,32005341-5569-3939-9295-450ef4e2975c,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x4rukt5gqttd7ow1ldrg",,50,
ACT,Khalfani Muhammad,Khalfani,Muhammad,MUH423090,00-0033797,1994-09-26,California,RB,RB,33.0,67.0,174.0,1,ARI,1.0,3800,Khalfani,2017.0,2017.0,TEN,241.0,Pacific Twelve Conference,W03,Waivers/No Rec.,45054.0,K.Muhammad,32004d55-4842-3090-de0e-f20a99751506,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwvy0xbcidn0ebbnfoi5",,33,
ACT,Khalil Davis,Khalil,Davis,DAV513989,00-0036430,1996-08-22,Nebraska,DL,DT,50.0,74.0,315.0,4,SF,,4500,Khalil,2020.0,2020.0,TB,194.0,Big Ten Conference,A01,Active,52602.0,K.Davis,32004441-5651-3989-7351-5eea67197c67,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/foksxh5i35k2ugmo1cqg",,50,
ACT,Khalil Dorsey,Khalil,Dorsey,DOR666740,00-0036124,1998-03-31,Northern Arizona,DB,CB,30.0,69.0,170.0,4,DET,,1540,Khalil,2020.0,2020.0,,,Big Sky Conference,A01,Active,53028.0,K.Dorsey,3200444f-5266-6740-7b4b-7581ef8c336b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dd7a4vk8eedk1knufreg",,30,
ACT,Khalil Herbert,Khalil,Herbert,HER034169,00-0036906,1998-04-21,Virginia Tech,RB,RB,34.0,69.0,212.0,4,CIN,,0920,Khalil,2021.0,2021.0,CHI,217.0,Atlantic Coast Conference,A01,Active,53646.0,K.Herbert,32004845-5203-4169-7d1a-e33edb9fea8e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rz6zmdluhpsaylbvmpgr",,34,
ACT,Khalil Mack,Khalil,Mack,MAC325122,00-0031040,1991-02-22,Buffalo,DL,DE,52.0,75.0,269.0,11,LAC,1.0,4400,Khalil,2014.0,2014.0,OAK,5.0,Mid-American Conference,A01,Active,41231.0,K.Mack,32004d41-4332-5122-ef2d-7d43941a5ee7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xgd2ujsu1yhfa0aulchw",,52,
ACT,Khalil Shakir,Khalil,Shakir,SHA107427,00-0037261,2000-02-03,Boise State,WR,WR,10.0,72.0,190.0,3,BUF,,0610,Khalil,2022.0,2022.0,BUF,148.0,Mountain West Conference,A01,Active,54613.0,K.Shakir,32005348-4110-7427-f34a-bb0aa1d8e556,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ch2yarhiobqlvr9ls2yw",,10,
ACT,Khristian Boyd,Khristian,Boyd,BOY229168,00-0039401,2000-02-23,Northern Iowa,DL,DT,97.0,76.0,305.0,0,NO,,3300,Khristian,2024.0,2024.0,NO,199.0,Missouri Valley Football Conference,A01,Active,57319.0,K.Boyd,3200424f-5922-9168-a020-723f63af0ce6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wvd16fwngvws4jglqxxl",,97,
ACT,Khyiris Tonga,Khyiris,Tonga,TON626509,00-0036909,1996-07-07,Brigham Young,DL,NT,95.0,76.0,340.0,4,ARI,,3800,Khyiris,2021.0,2021.0,CHI,250.0,Independent,A01,Active,53679.0,K.Tonga,3200544f-4e62-6509-9c30-e571694eee90,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kwionvlsxfz0vja0wmqg",,95,
ACT,Kimani Vidal,Kimani,Vidal,VID103821,00-0039391,2001-08-28,Troy,RB,RB,30.0,68.0,215.0,0,LAC,,4400,Kimani,2024.0,2024.0,LAC,181.0,Sun Belt Conference,A01,Active,57301.0,K.Vidal,32005649-4410-3821-f78f-4dbf76ad9374,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fcxbkvgjtitodz3pjequ",,30,
ACT,Kindle Vildor,Kindle,Vildor,VIL069215,00-0036307,1997-12-11,Georgia Southern,DB,CB,29.0,71.0,190.0,5,DET,,1540,Kindle,2020.0,2020.0,CHI,163.0,Sun Belt Conference,A01,Active,52571.0,K.Vildor,32005649-4c06-9215-f779-0561e1953584,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpohdktdlsl1ywzmdzxq",,29,
ACT,Kingsley Enagbare,Kingsley,Enagbare,ENA040912,00-0037083,2000-01-18,South Carolina,DL,DE,55.0,76.0,270.0,3,GB,,1800,Kingsley,2022.0,2022.0,GB,179.0,Southeastern Conference,A01,Active,54644.0,K.Enagbare,3200454e-4104-0912-811c-67db1204d680,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xv0eqdwifojuzp6qsykm",,55,
ACT,Kingsley Suamataia,Kingsley,Suamataia,SUA474618,00-0039844,2003-01-18,Brigham Young,OL,T,76.0,78.0,325.0,0,KC,,2310,Kingsley,2024.0,2024.0,KC,63.0,Big Twelve Conference,A01,Active,57184.0,K.Suamataia,32005355-4147-4618-4251-759ae782e397,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r9lstm593zm7fgj4kgyg",,76,
ACT,Kiran Amegadjie,Kiran,Amegadjie,AME283781,00-0039822,2002-02-01,Yale,OL,T,72.0,77.0,326.0,0,CHI,,0810,Kiran,2024.0,2024.0,CHI,75.0,Ivy League,I01,Inactive,57196.0,K.Amegadjie,3200414d-4528-3781-117b-20e12d587385,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zgf2qaehzxclu5qdneqz",,72,
ACT,Kirk Cousins,Kirk,Cousins,COU709400,00-0029604,1988-08-19,Michigan State,QB,QB,18.0,75.0,202.0,13,ATL,1.0,0200,Kirk,2012.0,2012.0,WAS,102.0,Big Ten Conference,A01,Active,38632.0,K.Cousins,3200434f-5570-9400-e1ae-f835abb5963e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yt6n07jezvfmcsoq0j13",,18,
ACT,Kitan Oladapo,Kitan,Oladapo,OLA083057,00-0039818,2000-10-10,Oregon State,DB,FS,27.0,73.0,217.0,0,GB,,1800,Kitan,2024.0,2024.0,GB,169.0,Pacific Twelve Conference,A01,Active,57290.0,K.Oladapo,32004f4c-4108-3057-70ea-361ad5227056,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kqqmi2ljaltvkmtcqan7",,27,
ACT,Kliff Kingsbury,Kliff,Kingsbury,KIN686720,,,,HC,HC,,,,1,ARI,,3800,,,,,,,,,,,,,,,
ACT,Ko Kieft,Ko,Kieft,KIE106484,00-0037311,1998-01-20,Minnesota,TE,TE,41.0,77.0,265.0,3,TB,,4900,Ko,2022.0,2022.0,TB,218.0,Big Ten Conference,A01,Active,54683.0,K.Kieft,32004b49-4510-6484-951d-66586a88866f,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e4waf9pysxdyyhtpmgwp",,41,
ACT,Kobe Williams,Kobe,Williams,WIL415193,00-0035837,,,DB,CB,31.0,70.0,174.0,0,JAX,,2250,,,,,,,,,,,32005749-4c41-5193-7766-f3dc1a7cf368,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rb9tw7jqvqxyonxqw5fr",,,
ACT,Kobie Turner,Kobie,Turner,TUR561805,00-0039138,1999-04-26,Wake Forest,DL,NT,91.0,75.0,290.0,2,LA,,2510,Kobie,2023.0,2023.0,LA,89.0,Atlantic Coast Conference,A01,Active,55954.0,K.Turner,32005455-5256-1805-792f-d5a6d13c60e4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dxmap8rfy17q917myrqv",,91,
ACT,Kolton Miller,Kolton,Miller,MIL371062,00-0034759,1995-10-09,UCLA,OL,T,74.0,80.0,325.0,7,LV,1.0,2520,Kolton,2018.0,2018.0,OAK,15.0,Pacific Twelve Conference,A01,Active,46084.0,K.Miller,32004d49-4c37-1062-3eb9-b8a69d38d862,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zrblk9w9vksroddtgpiq",,74,
ACT,Kona Schwenke,Kona,Schwenke,SCH826036,00-0031211,1992-05-11,Notre Dame,OL,OG,66.0,76.0,315.0,3,SEA,1.0,4600,Kona,,,,,,A01,Active,41999.0,,32005343-4882-6036-6f9d-8581da16a540,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rt7zid65zfjzp7wutntq",,,
ACT,Kool-Aid McKinstry,Kool-Aid,McKinstry,MCK667314,00-0039860,2002-09-30,Alabama,DB,CB,14.0,73.0,195.0,0,NO,,3300,Kool-Aid,2024.0,2024.0,NO,41.0,Southeastern Conference,A01,Active,57162.0,K.McKinstry,32004d43-4b66-7314-9644-0b09c691ed50,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ihnixb4i91g1nvvtexty",,14,
ACT,Kory Lichtensteiger,Kory,Lichtensteiger,LIC311468,00-0026248,1985-03-22,Bowling Green,OL,C,78.0,74.0,296.0,8,WAS,1.0,5110,Kory,2008.0,2008.0,DEN,108.0,Mid-American Conference,A01,Active,33189.0,,32004c49-4331-1468-1b55-90ead8377877,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vpwohm4p9r5t1rerxc7s",,,
ACT,Kris Abrams-Draine,Kris,Abrams-Draine,ABR462444,00-0039371,2001-10-04,Missouri,DB,CB,31.0,71.0,178.0,0,DEN,,1400,Kris,2024.0,2024.0,DEN,145.0,Southeastern Conference,A01,Active,57266.0,K.Abrams-Draine,32004142-5246-2444-8520-7fc5f4ad93f6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rka4eyc7ibhmooxiabeq",,31,
ACT,Kris Boyd,Kris,Boyd,BOY229979,00-0035150,1996-09-12,Texas,DB,CB,17.0,71.0,201.0,6,HOU,1.0,2120,Kris,2019.0,2019.0,MIN,217.0,Big Twelve Conference,A01,Active,48000.0,K.Boyd,3200424f-5922-9979-6eee-45a0ed047330,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m4mypipricmwh7lfemgo",,17,
ACT,Kris Jenkins,Kris,Jenkins,JEN339534,00-0039908,2001-10-10,Michigan,DL,DT,90.0,75.0,305.0,0,CIN,,0920,Kris,2024.0,2024.0,CIN,49.0,Big Ten Conference,A01,Active,57170.0,K.Jenkins,32004a45-4e33-9534-d419-9403eb944b45,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nuyy0laahr8mf5dojflu",,90,
ACT,Kristian Fulton,Kristian,Fulton,FUL733491,00-0036416,1998-09-03,Louisiana State,DB,CB,7.0,72.0,200.0,4,LAC,,4400,Kristian,2020.0,2020.0,TEN,61.0,Southeastern Conference,A01,Active,52469.0,K.Fulton,32004655-4c73-3491-274a-7b3b8a1d4f92,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pcucmujvuzuhnyqucply",,7,
ACT,Kristian Welch,Kristian,Welch,WEL116744,00-0036157,1998-05-24,Iowa,LB,ILB,54.0,75.0,239.0,5,BAL,,0325,Kristian,2020.0,2020.0,,,Big Ten Conference,A01,Active,53059.0,K.Welch,32005745-4c11-6744-5e96-0d6cce8c69e2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s6mtzzk3etuv34oabdqp",,54,
ACT,Krys Barnes,Krystopher,Barnes,BAR322104,00-0035961,1998-04-02,UCLA,LB,ILB,51.0,73.0,235.0,5,ARI,,3800,Krys,2020.0,2020.0,,,Pacific Twelve Conference,A01,Active,52863.0,K.Barnes,32004241-5232-2104-f3fe-bea526d8e0a2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xgq5wwfuk5s2frsx0ha0",,51,
ACT,Kurt Hinish,Kurt,Hinish,HIN240815,00-0037459,1999-04-27,Notre Dame,DL,DT,93.0,73.0,296.0,3,HOU,,2120,Kurt,2022.0,2022.0,,,Independent,A01,Active,55045.0,K.Hinish,32004849-4e24-0815-f351-f95701767e9e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cwupwoir6q5dkctk9xxa",,93,
ACT,Kwity Paye,Kwity,Paye,PAY168986,00-0036479,1998-11-19,Michigan,DL,DE,51.0,75.0,265.0,4,IND,,2200,Kwity,2021.0,2021.0,IND,21.0,Big Ten Conference,A01,Active,53450.0,K.Paye,32005041-5916-8986-d9fb-d5cb1d17eb42,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fcvpxtgqkimjwjsjcpwq",,51,
ACT,Kyle Allen,Kyle,Allen,ALL543234,00-0034577,1996-03-08,Houston,QB,QB,4.0,75.0,211.0,6,PIT,1.0,3900,Kyle,2018.0,2018.0,,,American Athletic Conference,A01,Active,46761.0,K.Allen,3200414c-4c54-3234-6e5f-74f0c92c233b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knqlp0qrchvv6rjayshv",,4,
ACT,Kyle Dugger,Kyle,Dugger,DUG674843,00-0036231,1996-03-22,Lenoir-Rhyne,DB,FS,23.0,74.0,216.0,5,NE,,3200,Kyle,2020.0,2020.0,NE,37.0,South Atlantic Conference,A01,Active,52445.0,K.Dugger,32004455-4767-4843-b362-237ddcf75c1b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gckckiryskfmdmgkkgj5",,23,
ACT,Kyle Hamilton,Kyle,Hamilton,HAM246970,00-0038038,2001-03-16,Notre Dame,DB,SS,14.0,76.0,220.0,3,BAL,,0325,Kyle,2022.0,2022.0,BAL,14.0,Independent,A01,Active,54479.0,K.Hamilton,32004841-4d24-6970-5c23-1fbf7506b4a0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cesiygq2rdbzr5ilwixy",,14,
ACT,Kyle Hinton,Kyle,Hinton,HIN747075,00-0036354,1998-02-27,Washburn,OL,G,68.0,75.0,310.0,2,ATL,,0200,Kyle,2020.0,2020.0,MIN,253.0,Mid-America Intercollegiate Athletic Association,A01,Active,52661.0,K.Hinton,32004849-4e74-7075-3c6e-e34f0cbaa74a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ifdhmujzylpmctvgb1zb",,68,
ACT,Kyle Juszczyk,Kyle,Juszczyk,JUS812736,00-0029892,1991-04-23,Harvard,RB,FB,44.0,73.0,240.0,12,SF,1.0,4500,Kyle,2013.0,2013.0,BAL,130.0,Ivy League,A01,Active,40078.0,K.Juszczyk,32004a55-5381-2736-6940-2f5c2a0823b7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfhpygabawkeioplae7a",,44,
ACT,Kyle Long,Kyle,Long,LON395646,00-0030441,1988-12-05,Oregon,OL,G,69.0,78.0,332.0,7,KC,1.0,2310,Kyle,2013.0,2013.0,CHI,20.0,Pacific Twelve Conference,A01,Active,39966.0,K.Long,32004c4f-4e39-5646-eb94-3078e489cddb,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nzhbqhrtqaw6kg3ffzvr",,69,
ACT,Kyle Phillips,Kyle,Phillips,PHI458702,00-0035507,1997-05-05,Tennessee,DL,DE,91.0,76.0,277.0,4,NO,1.0,3300,Kyle,2019.0,2019.0,,,Southeastern Conference,A01,Active,48654.0,K.Phillips,32005048-4945-8702-3d20-3b6b1242c86d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mdcbrgtriuuljs1snkba",,91,
ACT,Kyle Pitts,Kyle,Pitts,PIT516805,00-0036970,2000-10-06,Florida,TE,TE,8.0,78.0,250.0,4,ATL,,0200,Kyle,2021.0,2021.0,ATL,4.0,Southeastern Conference,A01,Active,53433.0,K.Pitts,32005049-5451-6805-5aec-d4afcbd52e25,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t8ymqyhvv8i1r80jyhy2",,8,
ACT,Kyle Trask,Kyle,Trask,TRA389332,00-0036928,1998-03-06,Florida,QB,QB,2.0,77.0,240.0,4,TB,,4900,Kyle,2021.0,2021.0,TB,64.0,Southeastern Conference,A01,Active,53493.0,K.Trask,32005452-4138-9332-1a15-4c69635ccf01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bnraldiwx6rqfbawxkvs",,2,
ACT,Kyle Van Noy,Kyle,Van Noy,VAN656604,00-0031360,1991-03-26,Brigham Young,LB,OLB,53.0,75.0,250.0,11,BAL,1.0,0325,Kyle,2014.0,2014.0,DET,40.0,Independent,A01,Active,41269.0,K.Van Noy,32005641-4e65-6604-35eb-7909415e4155,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/izz9mxgcxcx0lydkleke",,53,
ACT,Kyle Wilber,Kyle,Wilber,WIL000201,00-0029647,1989-04-26,Wake Forest,LB,OLB,58.0,76.0,240.0,9,LV,1.0,2520,Kyle,2012.0,2012.0,DAL,113.0,Atlantic Coast Conference,A01,Active,38643.0,K.Wilber,32005749-4c00-0201-dbe6-9a29f0a1b65e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jihvpjzchro8ggkx2gus",,58,
ACT,Kyle Williams,Kyle,Williams,WIL415284,00-0024348,1983-06-10,Louisiana State,DL,DT,95.0,73.0,303.0,13,BUF,1.0,0610,Kyle,2006.0,2006.0,BUF,134.0,Southeastern Conference,A01,Active,30949.0,K.Williams,32005749-4c41-5284-55d9-a6ab08368f54,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az6qa28sbmxfklqs9waz",,,
ACT,Kyle Williams,Kyle,Williams,WIL415220,00-0036184,,,WR,WR,80.0,70.0,192.0,0,TEN,,2100,,,,,,,,,,,32005749-4c41-5220-7874-b9b3d0d36f7a,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z3qyoakeh9rdbjmmqr1u",,,
ACT,Kylen Granson,Kylen,Granson,GRA367521,00-0036876,1998-03-27,Southern Methodist,TE,TE,83.0,75.0,235.0,4,IND,,2200,Kylen,2021.0,2021.0,IND,127.0,American Athletic Conference,A01,Active,53556.0,K.Granson,32004752-4136-7521-12e0-76f6488826b0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydvwc7sqwucvx14s8b4",,83,
ACT,Kyler Gordon,Kyler,Gordon,GOR198616,00-0038111,1999-12-17,Washington,DB,CB,6.0,72.0,195.0,3,CHI,,0810,Kyler,2022.0,2022.0,CHI,39.0,Pacific Twelve Conference,A01,Active,54504.0,K.Gordon,3200474f-5219-8616-e177-4605181465d0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wl8zd7rxgqey3pkcn3dk",,6,
ACT,Kyler Murray,Kyler,Murray,MUR670413,00-0035228,1997-08-07,Oklahoma,QB,QB,1.0,70.0,207.0,6,ARI,1.0,3800,Kyler,2019.0,2019.0,ARI,1.0,Big Twelve Conference,A01,Active,47784.0,K.Murray,32004d55-5267-0413-8d36-a5c3fd781aa0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lsladvvsaptc29bbcah2",,1,
ACT,Kyren Williams,Kyren,Williams,WIL415359,00-0037840,2000-08-26,Notre Dame,RB,RB,23.0,69.0,199.0,3,LA,,2510,Kyren,2022.0,2022.0,LA,164.0,Independent,A01,Active,54629.0,K.Williams,32005749-4c41-5359-809b-caeaa1db84d0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vcvstwywz6iufk7iul3x",,23,
ACT,Kyshoen Jarrett,Kyshoen,Jarrett,JAR259599,00-0031952,1993-05-04,Virginia Tech,DB,FS,30.0,70.0,200.0,0,WAS,1.0,5110,Kyshoen,2015.0,2015.0,WAS,181.0,Atlantic Coast Conference,A01,Active,42524.0,,32004a41-5225-9599-3605-2ca7b07c5cb1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w8fjwbupbd6xn9v3kzwm",,,
ACT,Kyu Blu Kelly,Kyu Blu,Kelly,KEL676898,00-0038381,2001-05-22,Stanford,DB,CB,36.0,73.0,185.0,2,LV,,2520,Kyu Blu,2023.0,2023.0,BAL,157.0,Pacific Twelve Conference,A01,Active,56022.0,K.Kelly,32004b45-4c67-6898-ac08-b6c85f2a9a6b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jmwlrbcsuzckrohnwgdu",,36,
ACT,Kyzir White,Kyzir,White,WHI315792,00-0034375,1996-03-24,West Virginia,LB,ILB,7.0,74.0,216.0,7,ARI,1.0,3800,Kyzir,2018.0,2018.0,LAC,119.0,Big Twelve Conference,A01,Active,46188.0,K.White,32005748-4931-5792-e58b-62a006e6dd4e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n5sjtcxydtaszz7yeyqw",,7,
